CODPROD;REFERENCIA;DESCRICAO SANKHYA;LAYOUT;NOME PT;NOME EN;NOME ES;CAP VALOR;CAP UNID;QTD PECAS;LARG CM;ALT CM;PROF CM;SELOS;APLICACOES;URL QR
;555.006.P01;Kit POP com 6 Potes - Transparente 600ml;2;Kit POP com 6 Potes;POP Kit with 6 Containers –;Kit POP con 6 Recipientes –;600.0;ML;6;30.0;23.1;13.0;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/555.006.P01
;555.012.001;Pote com Tampa Fixa - Transparente 600ml;2;Pote com Tampa Fixa;container with Fixed Lid;Recipiente con Tapa Fija;600.0;ML;1;15.0;6.5;10.5;BPA,ATX,BRA,HER;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/555.012.001
;555.012.003;Pote com Tampa Fixa - Preto 600ml;2;Pote com Tampa Fixa;;;600.0;ML;1;15.0;6.5;10.5;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/555.012.003
;556.012.001;Pote com Tampa Fixa - Transparente 1L;2;Pote com Tampa Fixa;container with Fixed Lid;Recipiente con Tapa Fija;1.0;L;1;17.5;7.7;13.0;BPA,ATX,BRA,HER;PET,MANT,GRAO,CAFE;nitron.com.br/p/556.012.001
;556.012.003;Pote com Tampa Fixa - Preto 1L;2;Pote com Tampa Fixa;;;1.0;L;1;17.5;7.7;13.0;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/556.012.003
;562.004.M00;Tábua de Pizza com Cabo Teca;4;Tábua de Pizza com Cabo Teca;Teak Pizza Board with Handle;Tabla para Pizza con Mango de Teca;;;1;48.7;1.5;38.0;BRA,EMP,FCL;COZI;nitron.com.br/p/562.004.M00
;563.004.M00;Tábua de Pizza Brotinho com Cabo Teca;4;Tábua de Pizza Brotinho com Cabo Teca;Teak Small Board with Handle;Tabla Brotinho con Mango de Teca;;;1;44.3;1.5;34.3;BRA,EMP,FCL;COZI;nitron.com.br/p/563.004.M00
;6120.006.P01;Kit POP com 6 Potes - Transparente 500ml;2;Kit POP com 6 Potes;POP Kit with 6 Containers –;Kit POP con 6 Recipientes –;500.0;ML;6;16.6;23.4;11.2;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/6120.006.P01
;6120.050.001;Pote Raso Retangular com 2 Peças - 500ml (061/2);2;Pote Raso Retangular com 2 Peças;2-Piece Rect. Shallow container;Maceta Rect. poco profunda c/ 2 pzs;500.0;ML;2;16.6;7.8;11.2;BPA,ATX,BRA,LAV;CAFE,PET,MANT,GRAO;nitron.com.br/p/6120.050.001
;6130.030.001;Pote Raso Retangular com 3 Peças - 500ml (061/3);2;Pote Raso Retangular com 3 Peças;3-Piece Rect. Shallow container;Maceta Rect. poco profunda c/ 3 pzs;500.0;ML;3;16.6;11.7;11.2;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/6130.030.001
;625.002.M00;Tabua Multiuso Madeira Teca Grande Gourmet;4;Tabua Multiuso Madeira Teca Grande Gourmet;Tabla Multiuso Gourmet de Madera de Teca Grande;Large Gourmet Multi-Purpose Teak Wood Board;;;1;42.0;3.0;29.5;BRA,LAV,EMP,FCL;COZI;nitron.com.br/p/625.002.M00
;680.004.M00;Boleira Teca Com Acrílico;4;Boleira Teca Com Acrílico;Teak Cake Stand with Acrylic;Base para Tortas de Teca con Acrílico;;;1;25.0;11.5;25.0;BRA,EMP,FCL;CONF,ROUP,BRIN,DOCU,DECO;nitron.com.br/p/680.004.M00
;681.004.M00;Queijeira Teca Com Acrílico;4;Queijeira Teca Com Acrílico;Teak Cheese Board with Acrylic;Quesera de Teca con Acrílico;;;1;16.5;9.5;16.5;BRA,EMP,HIG,FCL;PET,ROUP,BRIN,DOCU,DECO;nitron.com.br/p/681.004.M00
;682.004.M00;Petisqueira Teca com 3 Molheiras;4;Petisqueira Teca com 3 Molheiras;Teak Appetizer Board with 3 Sauce Bowls;Bandeja de Aperitivos de Teca c/ 3 Recipientes para Salsas;;;3;24.5;1.8;8.8;BRA,EMP,FCL;TEMP,PET,ROUP,BRIN,DOCU,DECO;nitron.com.br/p/682.004.M00
;683.004.M00;Petisqueira Teca com 2 Molheiras;4;Petisqueira Teca com 2 Molheiras;Teak Appetizer Board with 2 Sauce Bowls;Bandeja de Aperitivos de Teca c/ 2 Recipientes para Salsas;;;2;16.5;1.8;8.8;BRA,EMP,FCL;TEMP,PET,ROUP,BRIN,DOCU,DECO;nitron.com.br/p/683.004.M00
;684.004.M00;Tábua de Servir Teca Com Cabo e 2 Molheiras;4;Tábua de Servir Teca Com Cabo e 2 Molheiras;Teak Serving Board w/ Handle and 2 Sauce Bowls;Tabla de Servir de Teca c/ Mango y 2 Recipientes;;;1;40.0;1.8;17.5;BRA,EMP,HIG,FCL;COZI;nitron.com.br/p/684.004.M00
;685.004.M00;Tábua de Servir Teca Com 1 Molheira;4;Tábua de Servir Teca Com 1 Molheira;Teak Serving Board with 1 Sauce Bowl;Tabla de Servir de Teca con 1 Recipiente;;;1;23.0;1.8;23.0;BRA,EMP,HIG,FCL;COZI;nitron.com.br/p/685.004.M00
;686.004.M00;Tábua de Servir Teca com 3 Molheiras;4;Tábua de Servir Teca com 3 Molheiras;Teak Serving Board with 3 Sauce Bowls;Tabla de Servir de Teca con 3 Recipientes;;;3;29.0;1.8;21.0;BRA,EMP,FCL;COZI;nitron.com.br/p/686.004.M00
;689.004.M00;Tábua Servir Teca Com Cabo e 1 Molheira;4;Tábua Servir Teca Com Cabo e 1 Molheira;Teak Serving Board w/ Handle and 1 Sauce Bowl;Tabla de Servir de Teca c/ Mango y 1 Recipiente;;;1;40.0;1.8;13.3;BRA,EMP,FCL;COZI;nitron.com.br/p/689.004.M00
;695.002.M00;Tabua Multiuso Madeira Teca Quadrada Gourmet;4;Tabua Multiuso Madeira Teca Quadrada Gourmet;Gourmet Square Multi-Purpose Teak Wood Board;Tabla Multiuso Gourmet Cuadrada de Madera de Teca;;;1;29.5;3.0;29.5;BRA,EMP,FCL;COZI;nitron.com.br/p/695.002.M00
;700.006.001;Organizador de Geladeira Rattan - 7L;3;Organizador de Geladeira Rattan;Rattan Refrigerator Organizer;Organizador de nevera de ratán;7.0;L;1;38.2;8.2;27.5;BPA,ATX,BRA,FRZ,LAV,EMP;PET,FRIO,SOBR,MANT;nitron.com.br/p/700.006.001
;701.006.001;Organizador de Geladeira Rattan - 4,5L;3;Organizador de Geladeira Rattan;Rattan Refrigerator Organizer;Organizador de nevera de ratán;4.5;L;1;31.9;8.2;22.0;BPA,ATX,BRA,FRZ,LAV,EMP;FRIO,SOBR,MANT;nitron.com.br/p/701.006.001
;702.006.001;Organizador de Geladeira Rattan - 3,2L;3;Organizador de Geladeira Rattan;Rattan Refrigerator Organizer;Organizador de nevera de ratán;3.2;L;1;25.0;8.2;19.5;BPA,ATX,BRA,FRZ,LAV,EMP;FRIO,SOBR,MANT;nitron.com.br/p/702.006.001
;703.006.001;Organizador de Geladeira Rattan - 4L;3;Organizador de Geladeira Rattan;Rattan Refrigerator Organizer;Organizador de nevera de ratán;4.0;L;1;25.0;10.4;19.5;BPA,ATX,BRA,FRZ,LAV,EMP;FRIO,SOBR,MANT;nitron.com.br/p/703.006.001
;704.006.001;Organizador de Geladeira Rattan - 2L;3;Organizador de Geladeira Rattan;Rattan Refrigerator Organizer;Organizador de nevera de ratán;2.0;L;1;20.3;9.2;15.4;BPA,ATX,BRA,FRZ,LAV,EMP;PET,LIMP,FRIO,SOBR,MANT;nitron.com.br/p/704.006.001
;705.006.001;Organizador de Geladeira Juta - 3,7L;3;Organizador de Geladeira Juta;Jute Refrigerator Organizer;Organizador de nevera de yute;3.7;L;1;27.7;11.8;13.2;BPA,ATX,BRA,FRZ,LAV,EMP;TEMP,FRIO,SOBR,MANT;nitron.com.br/p/705.006.001
;706.006.001;Organizador de Geladeira Juta - 1,5L;3;Organizador de Geladeira Juta;Jute Refrigerator Organizer;Organizador de nevera de yute;1.5;L;1;20.8;8.7;10.0;BPA,ATX,BRA,FRZ,LAV,EMP;PET,LIMP,FRIO,SOBR,MANT;nitron.com.br/p/706.006.001
;712.012.001;Organizador de Geladeira Flat - 2,35L;3;Organizador de Geladeira Flat;Flat Refrigerator Organizer;Organizador plano de nevera;2.35;L;1;25.0;10.8;11.5;BPA,ATX,BRA,FRZ,LAV,EMP;PET,FRIO,SOBR,MANT;nitron.com.br/p/712.012.001
;713.012.001;Organizador de Geladeira Flat - 3,75L;3;Organizador de Geladeira Flat;Flat Refrigerator Organizer;Organizador plano para frigorífico;3.75;L;1;25.2;10.8;17.5;BPA,ATX,BRA,FRZ,LAV,EMP;BRIN,PET,FRIO,SOBR,MANT;nitron.com.br/p/713.012.001
;817.012.001;Pote Alto com Válvula - Transparente 1,5L;3;Pote Alto com Válvula;Tall Pot with Valve;Recipientes Alta con Válvula;1.5;L;1;25.0;7.0;15.0;BPA,ATX,BRA,MIC,FRZ,HER;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/817.012.001
;818.012.001;Pote Alto com Válvula - Transparente 2,9L;3;Pote Alto com Válvula;Tall Pot with Valve;Recipientes Alta con Válvula;2.9;L;1;31.0;9.0;19.0;BPA,ATX,BRA,MIC,FRZ,HER;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/818.012.001
;819.012.001;Pote Alto com Válvula - Transparente 4,6L;3;Pote Alto com Válvula;Tall Pot with Valve;Recipientes Alta con Válvula;4.6;L;1;36.0;9.2;21.0;BPA,ATX,BRA,MIC,FRZ,HER;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/819.012.001
;820.006.002;Escorredor de Pratos Flat - Branco;3;Escorredor de Pratos Flat;Flat Dish Rack;Escurridor de Platos Flat;;;1;41.5;12.0;26.8;BPA,ATX,BRA,LAV;COZI;nitron.com.br/p/820.006.002
;820.006.003;Escorredor de Pratos Flat - Preto;3;Escorredor de Pratos Flat;Flat Dish Rack;Escurridor de Platos Flat;;;1;41.5;12.0;26.8;BPA,ATX,BRA,LAV;COZI;nitron.com.br/p/820.006.003
;820.006.086;Escorredor de Pratos Flat - Chumbo;3;Escorredor de Pratos Flat;Flat Dish Rack;Escurridor de Platos Flat;;;1;41.5;12.0;26.8;BPA,ATX,BRA,LAV;COZI;nitron.com.br/p/820.006.086
;821.004.001;Kit Pote Tampa Fixa com 3 Peças - Transparente;1;Kit Pote Tampa Fixa c/ 3 Pçs;Kit of Fixed Lid containers w/ 3 pcs;Kit de Recipientes c/ Tapa Fija, 3 pzs;330.0;ML;3;17.5;7.7;13.0;BPA,ATX,BRA;SOBR,PET,MANT;nitron.com.br/p/821.004.001
;821.004.003;Kit Pote Tampa Fixa com 3 Peças - Preto;1;Kit Pote Tampa Fixa c/ 3 Pçs;;;330.0;ML;3;17.5;7.7;13.0;BPA,ATX,BRA;MANT,GRAO,CAFE;nitron.com.br/p/821.004.003
;822.006.002;Escorredor de Talheres Flat - Branco;2;Escorredor de Talheres Flat;Flat Cutlery Rack;Escurridor de Cubiertos Flat;;;1;15.3;10.0;10.0;BPA,ATX,BRA,LAV;COZI;nitron.com.br/p/822.006.002
;822.006.003;Escorredor de Talheres Flat - Preto;2;Escorredor de Talheres Flat;Flat Cutlery Rack;Escurridor de Cubiertos Flat;;;1;15.3;10.0;10.0;BPA,ATX,BRA,LAV;COZI;nitron.com.br/p/822.006.003
;822.006.086;Escorredor de Talheres Flat - Chumbo;2;Escorredor de Talheres Flat;Flat Cutlery Rack;Escurridor de Cubiertos Flat;;;1;15.3;10.0;10.0;BPA,ATX,BRA,LAV;COZI;nitron.com.br/p/822.006.086
;850.004.N03;Arara de Roupas Nitron-Mob;4;Arara de Roupas Nitron-Mob;Garment Rack;Perchero de Ropa;;;1;76.0;165.0;48.0;BRA,FCL,RCL;ROUP;nitron.com.br/p/850.004.N03
;851.004.N03;Organizador Multiuso P;4;Organizador Multiuso P;Small Shoe Rack;Zapatero Pequeño;;;1;48.0;38.0;25.0;BRA,HIG,FCL,RCL;BRIN,CALC,DECO,ROUP,DOCU;nitron.com.br/p/851.004.N03
;852.004.N03;Organizador Multiuso G;4;Organizador Multiuso G;Large Shoe Rack;Zapatero Grande;;;1;48.0;66.0;25.0;BRA,HIG,FCL,RCL;BRIN,CALC,JARD,DECO,ROUP,DOCU;nitron.com.br/p/852.004.N03
;853.004.N03;Kit Suporte Decorativo (M);4;Kit Suporte Decorativo;Decorative Support Kit;Kit de Soporte Decorativo;;;1;25.0;58.0;25.0;BRA,FCL,RCL;DECO;nitron.com.br/p/853.004.N03
;855.004.N03;Prateleira Multiuso G 2P;4;Prateleira Multiuso G 2P;Multi-Purpose Shelf G 2P;Estantería Multiuso G 2P;;;1;66.0;53.0;33.0;BRA,FCL,RCL;DECO;nitron.com.br/p/855.004.N03
;856.004.N03;Prateleira Multiuso G 3P;4;Prateleira Multiuso G 3P;Multi-Purpose Shelf G 3P;Estantería Multiuso G 3P;;;1;66.0;80.0;33.0;BRA,FCL,RCL;DECO;nitron.com.br/p/856.004.N03
;857.004.N03;Prateleira Multiuso G 4P;4;Prateleira Multiuso G 4P;Multi-Purpose Shelf G 4P;Estantería Multiuso G 4P;;;1;66.0;92.0;33.0;BRA,FCL,RCL;DECO;nitron.com.br/p/857.004.N03
;858.004.N03;Prateleira Multiuso M 2P;4;Prateleira Multiuso M 2P;Multi-Purpose Shelf M 2P;Estantería Multiuso M 2P;;;1;48.0;53.0;33.0;BRA,FCL,RCL;DECO;nitron.com.br/p/858.004.N03
;859.004.N03;Prateleira Multiuso M 3P;4;Prateleira Multiuso M 3P;Multi-Purpose Shelf M 3P;Estantería Multiuso M 3P;;;1;48.0;80.0;33.0;BRA,FCL,RCL;DECO;nitron.com.br/p/859.004.N03
;860.004.N03;Prateleira Multiuso M 4P;4;Prateleira Multiuso M 4P;Multi-Purpose Shelf M 4P;Estantería Multiuso M 4P;;;1;48.0;92.0;33.0;BRA,FCL,RCL;DECO;nitron.com.br/p/860.004.N03
;861.004.N03;Prateleira Multiuso P 2P;4;Prateleira Multiuso P 2P;Multi-Purpose Shelf P 2P;Estantería Multiuso P 2P;;;1;38.0;53.0;33.0;BRA,FCL,RCL;DECO;nitron.com.br/p/861.004.N03
;862.004.N03;Prateleira Multiuso P 3P;4;Prateleira Multiuso P 3P;Multi-Purpose Shelf P 3P;Estantería Multiuso P 3P;;;1;38.0;80.0;33.0;BRA,FCL,RCL;DECO;nitron.com.br/p/862.004.N03
;863.004.N03;Prateleira Multiuso P 4P;4;Prateleira Multiuso P 4P;Multi-Purpose Shelf P 4P;Estantería Multiuso P 4P;;;1;38.0;92.0;33.0;BRA,FCL,RCL;DECO;nitron.com.br/p/863.004.N03
;920.004.002;Kit Detergente Flat com 2 Peças - Branco 500ml;2;Kit Detergente Flat com 2 Peças;Flat deterget kit with 2 pieces;Conjunto detergente plano c/ 2 pzs;500.0;ML;2;20.4;16.3;8.6;BPA,ATX,BRA,LAV;LIMP,COZI,MANT,TEMP;nitron.com.br/p/920.004.002
;920.004.003;Kit Detergente Flat com 2 Peças - Preto 500ml;2;Kit Detergente Flat com 2 Peças;Flat deterget kit with 2 pieces;Conjunto detergente plano c/ 2 pzs;500.0;ML;2;20.4;16.3;8.6;BPA,ATX,BRA,LAV;LIMP,COZI,MANT,TEMP;nitron.com.br/p/920.004.003
;920.004.086;Kit Detergente Flat com 2 Peças - Chumbo 500ml;2;Kit Detergente Flat com 2 Peças;Flat deterget kit with 2 pieces;Conjunto detergente plano c/ 2 pzs;500.0;ML;2;20.4;16.3;8.6;BPA,ATX,BRA,LAV;LIMP,COZI,MANT,TEMP;nitron.com.br/p/920.004.086
